"","filecoverage","totalcoverage"
"R/ds.dataFrameFill.R",0,0.98
"R/ds.gee.R",10.59,0.98
"R/ds.rilm.b.R",0,0.98
"R/ds.tTestF.R",0,0.98
"R/geeChecks.R",0,0.98
"R/geehelper1.R",0,0.98
"R/geehelper2.R",0,0.98
"R/tTestHelper1.R",0,0.98
"R/tTestHelper2.R",0,0.98
